0,1,2,3,4
-1.0,-1.0,0.69803923,0.7019608,0.69803923
-1.0,-0.9375,0.6745098,0.65882355,0.654902
-1.0,-0.875,0.61960787,0.58431375,0.57254905
-1.0,-0.8125,0.6509804,0.63529414,0.6039216
-1.0,-0.6875,0.73333335,0.7176471,0.69803923
-1.0,-0.625,0.7058824,0.6784314,0.6392157
-1.0,-0.5625,0.6862745,0.6666667,0.627451
-1.0,-0.4375,0.654902,0.64705884,0.627451
-1.0,-0.375,0.62352943,0.59607846,0.57254905
-1.0,-0.3125,0.6901961,0.64705884,0.63529414
-1.0,-0.25,0.827451,0.81960785,0.8156863
-1.0,-0.1875,0.84313726,0.84313726,0.8509804
-1.0,-0.125,0.84313726,0.8392157,0.84313726
-1.0,-0.0625,0.827451,0.8352941,0.8352941
-1.0,0.0,0.77254903,0.73333335,0.7294118
-1.0,0.0625,0.49803922,0.38039216,0.3647059
-1.0,0.125,0.654902,0.42745098,0.3882353
-1.0,0.1875,0.77254903,0.49803922,0.44705883
-1.0,0.25,0.74509805,0.49411765,0.44705883
-1.0,0.375,0.7254902,0.4862745,0.4627451
-1.0,0.4375,0.654902,0.46666667,0.45490196
-1.0,0.5,0.64705884,0.46666667,0.4392157
-1.0,0.5625,0.6901961,0.47058824,0.40784314
-1.0,0.625,0.7254902,0.47058824,0.39215687
-1.0,0.6875,0.7372549,0.46666667,0.39215687
-1.0,0.8125,0.63529414,0.4,0.34901962
-1.0,0.875,0.4627451,0.3019608,0.25882354
-1.0,0.9375,0.15686275,0.13333334,0.11372549
-0.9375,-1.0,0.7019608,0.7019608,0.7019608
-0.9375,-0.9375,0.67058825,0.654902,0.64705884
-0.9375,-0.875,0.6156863,0.5803922,0.5686275
-0.9375,-0.8125,0.654902,0.6392157,0.6117647
-0.9375,-0.75,0.72156864,0.7294118,0.7019608
-0.9375,-0.6875,0.7254902,0.70980394,0.6901961
-0.9375,-0.5625,0.6862745,0.6666667,0.62352943
-0.9375,-0.4375,0.6509804,0.6431373,0.627451
-0.9375,-0.375,0.62352943,0.59607846,0.57254905
-0.9375,-0.3125,0.7058824,0.65882355,0.64705884
-0.9375,-0.25,0.83137256,0.8235294,0.81960785
-0.9375,-0.1875,0.84313726,0.84313726,0.8509804
-0.9375,-0.125,0.84313726,0.8392157,0.84313726
-0.9375,-0.0625,0.8235294,0.8352941,0.8352941
-0.9375,0.0625,0.4862745,0.36862746,0.3529412
-0.9375,0.125,0.6666667,0.4392157,0.4
-0.9375,0.1875,0.76862746,0.49411765,0.44313726
-0.9375,0.25,0.7411765,0.49019608,0.44705883
-0.9375,0.3125,0.7490196,0.5058824,0.47058824
-0.9375,0.375,0.7254902,0.4862745,0.46666667
-0.9375,0.4375,0.6509804,0.46666667,0.4509804
-0.9375,0.5,0.64705884,0.46666667,0.4392157
-0.9375,0.625,0.7254902,0.47058824,0.39215687
-0.9375,0.6875,0.7372549,0.46666667,0.39215687
-0.9375,0.75,0.69803923,0.43529412,0.3882353
-0.9375,0.8125,0.63529414,0.4,0.34901962
-0.9375,0.875,0.4509804,0.2901961,0.24313726
-0.9375,0.9375,0.14901961,0.1254902,0.105882354
-0.875,-0.9375,0.6627451,0.654902,0.6392157
-0.875,-0.875,0.6117647,0.5882353,0.5686275
-0.875,-0.8125,0.6509804,0.6431373,0.6117647
-0.875,-0.75,0.7254902,0.7294118,0.7058824
-0.875,-0.625,0.70980394,0.6784314,0.6509804
-0.875,-0.5625,0.6901961,0.6627451,0.61960787
-0.875,-0.5,0.6784314,0.6509804,0.6313726
-0.875,-0.375,0.62352943,0.59607846,0.5764706
-0.875,-0.3125,0.70980394,0.6745098,0.654902
-0.875,-0.25,0.8352941,0.83137256,0.81960785
-0.875,-0.1875,0.8392157,0.84705883,0.84313726
-0.875,-0.0625,0.83137256,0.83137256,0.83137256
-0.875,0.0,0.7490196,0.7019608,0.7019608
-0.875,0.0625,0.48235294,0.3529412,0.34509805
-0.875,0.1875,0.7647059,0.49803922,0.44705883
-0.875,0.25,0.7372549,0.49411765,0.44313726
-0.875,0.3125,0.7490196,0.5058824,0.46666667
-0.875,0.4375,0.64705884,0.4627451,0.4509804
-0.875,0.5,0.6431373,0.47058824,0.4392157
-0.875,0.5625,0.69803923,0.46666667,0.40392157
-0.875,0.625,0.73333335,0.46666667,0.39607844
-0.875,0.75,0.6901961,0.43529412,0.39215687
-0.875,0.875,0.42352942,0.2784314,0.23137255
-0.875,0.9375,0.14117648,0.11764706,0.105882354
-0.8125,-1.0,0.69803923,0.69803923,0.6862745
-0.8125,-0.9375,0.654902,0.6509804,0.6313726
-0.8125,-0.875,0.6117647,0.59607846,0.5686275
-0.8125,-0.8125,0.6509804,0.6431373,0.6117647
-0.8125,-0.75,0.73333335,0.7372549,0.70980394
-0.8125,-0.625,0.7176471,0.68235296,0.6627451
-0.8125,-0.5625,0.69803923,0.6666667,0.61960787
-0.8125,-0.5,0.6784314,0.6509804,0.6392157
-0.8125,-0.4375,0.67058825,0.65882355,0.6509804
-0.8125,-0.3125,0.7058824,0.6784314,0.654902
-0.8125,-0.25,0.8352941,0.83137256,0.8156863
-0.8125,-0.125,0.8352941,0.8392157,0.8352941
-0.8125,0.0625,0.45882353,0.34901962,0.32941177
-0.8125,0.1875,0.75686276,0.49411765,0.4392157
-0.8125,0.3125,0.7647059,0.5058824,0.4627451
-0.8125,0.375,0.7411765,0.49019608,0.4509804
-0.8125,0.4375,0.68235296,0.46666667,0.4392157
-0.8125,0.5,0.6627451,0.47058824,0.43137255
-0.8125,0.5625,0.6784314,0.4627451,0.41568628
-0.8125,0.625,0.7058824,0.4627451,0.40392157
-0.8125,0.6875,0.7137255,0.46666667,0.39607844
-0.8125,0.75,0.68235296,0.43529412,0.3882353
-0.8125,0.8125,0.63529414,0.39607844,0.34117648
-0.8125,0.875,0.41568628,0.26666668,0.22352941
-0.75,-1.0,0.7019608,0.7019608,0.69411767
-0.75,-0.9375,0.65882355,0.654902,0.63529414
-0.75,-0.875,0.61960787,0.6,0.5764706
-0.75,-0.75,0.7372549,0.7411765,0.7176471
-0.75,-0.6875,0.7294118,0.70980394,0.6901961
-0.75,-0.5625,0.6901961,0.6627451,0.61960787
-0.75,-0.5,0.6666667,0.6509804,0.627451
-0.75,-0.4375,0.6392157,0.627451,0.6117647
-0.75,-0.375,0.57254905,0.54901963,0.5176471
